PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq
65,0,1,male,0,0,27,C,U,1014,Mr,157,0,Alone,1
66,1,3,male,1,1,15,C,U,1014,Master,157,4,Small,3
67,1,2,female,0,0,10,S,F,21,Mrs,293,5,Alone,1
68,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
69,1,3,female,4,2,7,S,U,1014,Miss,293,1,Large,1
70,0,3,male,2,0,8,S,U,1014,Mr,623,4,Small,1
71,0,2,male,0,0,10,S,U,1014,Mr,623,6,Alone,1
72,0,3,female,5,2,46,S,U,1014,Miss,293,0,Large,8
73,0,2,male,0,0,73,S,U,1014,Mr,623,2,Alone,7
74,0,3,male,1,0,14,C,U,1014,Mr,157,4,Small,2
75,1,3,male,0,0,56,S,U,1014,Mr,623,6,Alone,8
76,0,3,male,0,0,7,S,F,21,Mr,623,3,Alone,1
77,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
78,0,3,male,0,0,8,S,U,1014,Mr,623,0,Alone,1
79,1,2,male,0,2,29,S,U,1014,Master,623,0,Small,3
80,1,3,female,0,0,12,S,U,1014,Miss,293,5,Alone,2
81,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1
82,1,3,male,0,0,9,S,U,1014,Mr,623,5,Alone,1
83,1,3,female,0,0,7,Q,U,1014,Miss,60,8,Alone,1
84,0,1,male,0,0,47,S,U,1014,Mr,623,4,Alone,2
85,1,2,female,0,0,10,S,U,1014,Miss,293,1,Alone,1
86,1,3,female,3,0,15,S,U,1014,Mrs,293,6,Small,2
87,0,3,male,1,3,34,S,U,1014,Mr,623,0,Medium,5
88,0,3,male,0,0,8,S,U,1014,Mr,623,7,Alone,1
89,1,1,female,3,2,263,S,C,94,Miss,293,3,Medium,6
90,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
91,0,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1
92,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
93,0,1,male,1,0,61,S,E,41,Mr,623,8,Small,2
94,0,3,male,1,2,20,S,U,1014,Mr,623,4,Small,4
95,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1
96,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
97,0,1,male,0,0,34,C,A,22,Mr,157,9,Alone,1
98,1,1,male,0,1,63,C,D,46,Mr,157,3,Small,2
99,1,2,female,0,1,23,S,U,1014,Mrs,293,6,Small,2
100,0,2,male,1,0,26,S,U,1014,Mr,623,6,Small,2
101,0,3,female,0,0,7,S,U,1014,Miss,293,4,Alone,1
102,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
103,0,1,male,0,1,77,S,D,46,Mr,623,2,Small,2
104,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
105,0,3,male,2,0,7,S,U,1014,Mr,623,7,Small,1
106,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
107,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1
108,1,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
109,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
110,1,3,female,1,0,24,Q,U,1014,Miss,60,5,Small,3
111,0,1,male,0,0,52,S,C,94,Mr,623,8,Alone,2
112,0,3,female,1,0,14,C,U,1014,Miss,113,0,Small,2
113,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1
114,0,3,female,1,0,9,S,U,1014,Miss,293,2,Small,1
115,0,3,female,0,0,14,C,U,1014,Miss,113,1,Alone,2
116,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
117,0,3,male,0,0,7,Q,U,1014,Mr,63,9,Alone,1
118,0,2,male,1,0,21,S,U,1014,Mr,623,5,Small,2
119,0,1,male,0,1,247,C,B,65,Mr,157,3,Small,3
120,0,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7
121,0,2,male,2,0,73,S,U,1014,Mr,623,2,Small,7
122,0,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1
123,0,2,male,1,0,30,C,U,1014,Mr,157,6,Small,2
124,1,2,female,0,0,13,S,E,41,Miss,293,6,Alone,1
125,0,1,male,0,1,77,S,D,46,Mr,623,9,Small,2
126,1,3,male,1,0,11,C,U,1014,Master,157,0,Small,2
127,0,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1
128,1,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
129,1,3,female,1,1,22,C,F,21,Miss,113,2,Small,3
130,0,3,male,0,0,6,S,U,1014,Mr,623,8,Alone,1
131,0,3,male,0,0,7,C,U,1014,Mr,157,6,Alone,1
132,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
133,0,3,female,1,0,14,S,U,1014,Mrs,293,8,Small,2
134,1,2,female,1,0,26,S,U,1014,Mrs,293,5,Small,2
135,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1
136,0,2,male,0,0,15,C,U,1014,Mr,157,3,Alone,1
137,1,1,female,0,2,26,S,D,46,Miss,293,1,Small,1
138,0,1,male,1,0,53,S,C,94,Mr,623,7,Small,2
139,0,3,male,0,0,9,S,U,1014,Mr,623,0,Alone,2
140,0,1,male,0,0,79,C,B,65,Mr,157,3,Alone,2
141,0,3,female,0,2,15,C,U,1014,Mrs,113,4,Small,3
142,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1
143,1,3,female,1,0,15,S,U,1014,Mrs,293,3,Small,2
144,0,3,male,0,0,6,Q,U,1014,Mr,63,1,Alone,1
145,0,2,male,0,0,11,S,U,1014,Mr,623,1,Alone,1
146,0,2,male,1,1,36,S,U,1014,Mr,623,1,Small,4
147,1,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
148,0,3,female,2,2,34,S,U,1014,Miss,293,0,Medium,5
149,0,2,male,0,2,26,S,F,21,Mr,623,7,Small,3
150,0,2,male,0,0,13,S,U,1014,Rare,623,8,Alone,1
151,0,2,male,0,0,12,S,U,1014,Rare,623,9,Alone,1
152,1,1,female,1,0,66,S,C,94,Mrs,293,2,Small,2
153,0,3,male,0,0,8,S,U,1014,Mr,623,9,Alone,1
154,0,3,male,0,2,14,S,U,1014,Mr,623,7,Small,3
155,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
156,0,1,male,0,1,61,C,U,1014,Mr,157,9,Small,2
157,1,3,female,0,0,7,Q,U,1014,Miss,60,0,Alone,1
158,0,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1
159,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
160,0,3,male,8,2,69,S,U,1014,Master,623,1,Large,11
161,0,3,male,0,1,16,S,U,1014,Mr,623,8,Small,2
162,1,2,female,0,0,15,S,U,1014,Mrs,293,7,Alone,2
163,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
164,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
165,0,3,male,4,1,39,S,U,1014,Master,623,0,Medium,7
166,1,3,male,0,2,20,S,U,1014,Master,623,0,Small,3
167,1,1,female,0,1,55,S,E,41,Mrs,293,4,Small,2
168,0,3,female,1,4,27,S,U,1014,Mrs,293,8,Medium,6
169,0,1,male,0,0,25,S,U,1014,Mr,623,7,Alone,1
170,0,3,male,0,0,56,S,U,1014,Mr,623,4,Alone,8
171,0,1,male,0,0,33,S,B,65,Mr,623,9,Alone,1
172,0,3,male,4,1,29,Q,U,1014,Master,63,0,Medium,6
173,1,3,female,1,1,11,S,U,1014,Miss,293,0,Small,3
174,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
175,0,1,male,0,0,30,C,A,22,Mr,157,9,Alone,1
176,0,3,male,1,1,7,S,U,1014,Mr,623,1,Small,1
177,0,3,male,3,1,25,S,U,1014,Master,623,7,Medium,5
178,0,1,female,0,0,28,C,C,94,Miss,113,9,Alone,1
179,0,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1
180,0,3,male,0,0,0,S,U,1014,Mr,623,7,Alone,4
181,0,3,female,8,2,69,S,U,1014,Miss,293,6,Large,11
182,0,2,male,0,0,15,C,U,1014,Mr,157,5,Alone,1
183,0,3,male,4,2,31,S,U,1014,Master,623,0,Large,7
184,1,2,male,2,1,39,S,F,21,Master,623,0,Small,4
185,1,3,female,0,2,22,S,U,1014,Miss,293,0,Small,3
186,0,1,male,0,0,50,S,A,22,Mr,623,7,Alone,1
187,1,3,female,1,0,15,Q,U,1014,Mrs,60,8,Small,2
188,1,1,male,0,0,26,S,U,1014,Mr,623,8,Alone,1
189,0,3,male,1,1,15,Q,U,1014,Mr,63,7,Small,2
190,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
191,1,2,female,0,0,13,S,U,1014,Mrs,293,6,Alone,1
192,0,2,male,0,0,13,S,U,1014,Mr,623,1,Alone,1
193,1,3,female,1,0,7,S,U,1014,Miss,293,1,Small,1
194,1,2,male,1,1,26,S,F,21,Master,623,0,Small,3
195,1,1,female,0,0,27,C,B,65,Mrs,113,8,Alone,1
196,1,1,female,0,0,146,C,B,65,Miss,113,9,Alone,3
197,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
198,0,3,male,0,1,8,S,U,1014,Mr,623,8,Small,1
199,1,3,female,0,0,7,Q,U,1014,Miss,60,3,Alone,1
200,0,2,female,0,0,13,S,U,1014,Miss,293,3,Alone,1
201,0,3,male,0,0,9,S,U,1014,Mr,623,4,Alone,1
202,0,3,male,8,2,69,S,U,1014,Mr,623,4,Large,11
203,0,3,male,0,0,6,S,U,1014,Mr,623,6,Alone,1
204,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1
205,1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
206,0,3,female,0,1,10,S,G,5,Miss,293,0,Small,2
207,0,3,male,1,0,15,S,U,1014,Mr,623,6,Small,2
208,1,3,male,0,0,18,C,U,1014,Mr,157,4,Alone,2
209,1,3,female,0,0,7,Q,U,1014,Miss,60,0,Alone,1
210,1,1,male,0,0,31,C,A,22,Mr,157,7,Alone,1
211,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
212,1,2,female,0,0,21,S,U,1014,Miss,293,6,Alone,2
213,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
214,0,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1
215,0,3,male,1,0,7,Q,U,1014,Mr,63,8,Small,1
216,1,1,female,1,0,113,C,D,46,Miss,113,5,Small,3
217,1,3,female,0,0,7,S,U,1014,Miss,293,4,Alone,1
218,0,2,male,1,0,27,S,U,1014,Mr,623,8,Small,2
219,1,1,female,0,0,76,C,D,46,Miss,113,6,Alone,2
220,0,2,male,0,0,10,S,U,1014,Mr,623,5,Alone,1
221,1,3,male,0,0,8,S,U,1014,Mr,623,0,Alone,1
222,0,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1
223,0,3,male,0,0,8,S,U,1014,Mr,623,9,Alone,1
224,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
225,1,1,male,1,0,90,S,C,94,Mr,623,7,Small,2
226,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1
227,1,2,male,0,0,10,S,U,1014,Mr,623,1,Alone,1
228,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
229,0,2,male,0,0,13,S,U,1014,Mr,623,1,Alone,1
230,0,3,female,3,1,25,S,U,1014,Miss,293,7,Medium,5
231,1,1,female,1,0,83,S,C,94,Mrs,293,6,Small,2
232,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
233,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1
234,1,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7
235,0,2,male,0,0,10,S,U,1014,Mr,623,3,Alone,1
236,0,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1
237,0,2,male,1,0,26,S,U,1014,Mr,623,8,Small,2
238,1,2,female,0,2,26,S,U,1014,Miss,293,0,Small,3
239,0,2,male,0,0,10,S,U,1014,Mr,623,1,Alone,1
240,0,2,male,0,0,12,S,U,1014,Mr,623,6,Alone,1
241,0,3,female,1,0,14,C,U,1014,Miss,113,3,Small,2
242,1,3,female,1,0,15,Q,U,1014,Miss,60,8,Small,2
243,0,2,male,0,0,10,S,U,1014,Mr,623,5,Alone,1
244,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
245,0,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1
246,0,1,male,2,0,90,Q,C,94,Rare,63,8,Small,3
247,0,3,female,0,0,7,S,U,1014,Miss,293,3,Alone,1
248,1,2,female,0,2,14,S,U,1014,Mrs,293,3,Small,2
249,1,1,male,1,1,52,S,D,46,Mr,623,7,Small,2
250,0,2,male,1,0,26,S,U,1014,Rare,623,9,Small,2
251,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
252,0,3,female,1,1,10,S,G,5,Mrs,293,5,Small,2
253,0,1,male,0,0,26,S,C,94,Mr,623,9,Alone,1
254,0,3,male,1,0,16,S,U,1014,Mr,623,5,Small,2
255,0,3,female,0,2,20,S,U,1014,Mrs,293,8,Small,3
256,1,3,female,0,2,15,C,U,1014,Mrs,113,5,Small,3
257,1,1,female,0,0,79,C,U,1014,Mrs,113,0,Alone,2
258,1,1,female,0,0,86,S,B,65,Miss,293,5,Alone,3
259,1,1,female,0,0,512,C,U,1014,Miss,113,6,Alone,4
260,1,2,female,0,1,26,S,U,1014,Mrs,293,9,Small,2
261,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
262,1,3,male,4,2,31,S,U,1014,Master,623,0,Large,7
263,0,1,male,1,1,79,S,E,41,Mr,623,9,Small,3
264,0,1,male,0,0,0,S,B,65,Mr,623,7,Alone,1
265,0,3,female,0,0,7,Q,U,1014,Miss,60,7,Alone,1
266,0,2,male,0,0,10,S,U,1014,Mr,623,7,Alone,1
267,0,3,male,4,1,39,S,U,1014,Mr,623,0,Medium,7
268,1,3,male,1,0,7,S,U,1014,Mr,623,3,Small,1
269,1,1,female,0,1,153,S,C,94,Mrs,293,9,Small,3
270,1,1,female,0,0,135,S,C,94,Miss,293,6,Alone,4
271,0,1,male,0,0,31,S,U,1014,Mr,623,7,Alone,2
272,1,3,male,0,0,0,S,U,1014,Mr,623,3,Alone,4
273,1,2,female,0,1,19,S,U,1014,Mrs,293,8,Small,2
274,0,1,male,0,1,29,C,C,94,Mr,157,7,Small,1
275,1,3,female,0,0,7,Q,U,1014,Miss,60,7,Alone,1
276,1,1,female,1,0,77,S,D,46,Miss,293,9,Small,3
277,0,3,female,0,0,7,S,U,1014,Miss,293,8,Alone,1
278,0,2,male,0,0,0,S,U,1014,Mr,623,3,Alone,3
279,0,3,male,4,1,29,Q,U,1014,Master,63,0,Medium,6
280,1,3,female,1,1,20,S,U,1014,Mrs,293,6,Small,3
281,0,3,male,0,0,7,Q,U,1014,Mr,63,9,Alone,1
282,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
283,0,3,male,0,0,9,S,U,1014,Mr,623,0,Alone,1
284,1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
285,0,1,male,0,0,26,S,A,22,Mr,623,1,Alone,1
286,0,3,male,0,0,8,C,U,1014,Mr,157,6,Alone,1
287,1,3,male,0,0,9,S,U,1014,Mr,623,5,Alone,1
288,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
289,1,2,male,0,0,13,S,U,1014,Mr,623,8,Alone,1
290,1,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1
291,1,1,female,0,0,78,S,U,1014,Miss,293,4,Alone,3
292,1,1,female,1,0,91,C,B,65,Mrs,113,1,Small,2
293,0,2,male,0,0,12,C,D,46,Mr,157,7,Alone,1
294,0,3,female,0,0,8,S,U,1014,Miss,293,3,Alone,1
295,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
296,0,1,male,0,0,27,C,U,1014,Mr,157,7,Alone,1
297,0,3,male,0,0,7,C,U,1014,Mr,157,3,Alone,1
298,0,1,female,1,2,151,S,C,94,Miss,293,0,Small,6
299,1,1,male,0,0,30,S,C,94,Mr,623,6,Alone,1
300,1,1,female,0,1,247,C,B,65,Mrs,113,9,Small,3
301,1,3,female,0,0,7,Q,U,1014,Miss,60,6,Alone,1
302,1,3,male,2,0,23,Q,U,1014,Mr,63,0,Small,3
303,0,3,male,0,0,0,S,U,1014,Mr,623,1,Alone,4
304,1,2,female,0,0,12,Q,E,41,Miss,60,6,Alone,1
305,0,3,male,0,0,8,S,U,1014,Mr,623,0,Alone,1
306,1,1,male,1,2,151,S,C,94,Master,623,0,Small,6
307,1,1,female,0,0,110,C,U,1014,Miss,113,4,Alone,4
308,1,1,female,1,0,108,C,C,94,Mrs,113,1,Small,3
309,0,2,male,1,0,24,C,U,1014,Mr,157,5,Small,2
310,1,1,female,0,0,56,C,E,41,Miss,113,5,Alone,2
311,1,1,female,0,0,83,C,C,94,Miss,113,3,Alone,3
312,1,1,female,2,2,262,C,B,65,Miss,113,1,Medium,7
313,0,2,female,1,1,26,S,U,1014,Mrs,293,4,Small,2
314,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
315,0,2,male,1,1,26,S,U,1014,Mr,623,8,Small,3
316,1,3,female,0,0,7,S,U,1014,Miss,293,4,Alone,1
317,1,2,female,1,0,26,S,U,1014,Mrs,293,3,Small,2
318,0,2,male,0,0,14,S,U,1014,Rare,623,9,Alone,1
319,1,1,female,0,2,164,S,C,94,Miss,293,5,Small,4
320,1,1,female,1,1,134,C,E,41,Mrs,113,7,Small,5
321,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
322,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
323,1,2,female,0,0,12,Q,U,1014,Miss,60,5,Alone,1
324,1,2,female,1,1,29,S,U,1014,Mrs,293,2,Small,3
325,0,3,male,8,2,69,S,U,1014,Mr,623,2,Large,11
326,1,1,female,0,0,135,C,C,94,Miss,113,7,Alone,4
327,0,3,male,0,0,6,S,U,1014,Mr,623,9,Alone,1
328,1,2,female,0,0,13,S,D,46,Mrs,293,7,Alone,1
329,1,3,female,1,1,20,S,U,1014,Mrs,293,5,Small,3
330,1,1,female,0,1,57,C,B,65,Miss,113,1,Small,2
331,1,3,female,2,0,23,Q,U,1014,Miss,60,5,Small,3
332,0,1,male,0,0,28,S,C,94,Mr,623,8,Alone,1
333,0,1,male,0,1,153,S,C,94,Mr,623,7,Small,3
334,0,3,male,2,0,18,S,U,1014,Mr,623,1,Small,2
335,1,1,female,1,0,133,S,U,1014,Mrs,293,4,Small,2
336,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
337,0,1,male,1,0,66,S,C,94,Mr,623,5,Small,2
338,1,1,female,0,0,134,C,E,41,Miss,113,8,Alone,5
339,1,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1
340,0,1,male,0,0,35,S,T,1,Mr,623,8,Alone,1
341,1,2,male,1,1,26,S,F,21,Master,623,0,Small,3
342,1,1,female,3,2,263,S,C,94,Miss,293,3,Medium,6
343,0,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1
344,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1
345,0,2,male,0,0,13,S,U,1014,Mr,623,7,Alone,1
346,1,2,female,0,0,13,S,F,21,Miss,293,3,Alone,1
347,1,2,female,0,0,13,S,U,1014,Miss,293,7,Alone,1
348,1,3,female,1,0,16,S,U,1014,Mrs,293,8,Small,2
349,1,3,male,1,1,15,S,U,1014,Master,623,0,Small,3
350,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1
351,0,3,male,0,0,9,S,U,1014,Mr,623,3,Alone,1
352,0,1,male,0,0,35,S,C,94,Mr,623,7,Alone,1
353,0,3,male,1,1,7,C,U,1014,Mr,157,0,Small,1
354,0,3,male,1,0,17,S,U,1014,Mr,623,3,Small,2
355,0,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1
356,0,3,male,0,0,9,S,U,1014,Mr,623,4,Alone,1
357,1,1,female,0,1,55,S,E,41,Miss,293,2,Small,2
358,0,2,female,0,0,13,S,U,1014,Miss,293,7,Alone,1
359,1,3,female,0,0,7,Q,U,1014,Miss,60,4,Alone,1
360,1,3,female,0,0,7,Q,U,1014,Miss,60,5,Alone,1
361,0,3,male,1,4,27,S,U,1014,Mr,623,7,Medium,6
362,0,2,male,1,0,27,C,U,1014,Mr,157,5,Small,2
363,0,3,female,0,1,14,C,U,1014,Mrs,113,8,Small,2
364,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
365,0,3,male,1,0,15,Q,U,1014,Mr,63,7,Small,2
366,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
367,1,1,female,1,0,75,C,D,46,Mrs,113,9,Small,2
368,1,3,female,0,0,7,C,U,1014,Mrs,113,3,Alone,1
369,1,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1
370,1,1,female,0,0,69,C,B,65,Mrs,113,3,Alone,2
371,1,1,male,1,0,55,C,E,41,Mr,157,3,Small,2
372,0,3,male,1,0,6,S,U,1014,Mr,623,1,Small,1
373,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
374,0,1,male,0,0,135,C,U,1014,Mr,157,2,Alone,4
375,0,3,female,3,1,21,S,U,1014,Miss,293,0,Medium,5
376,1,1,female,1,0,82,C,U,1014,Mrs,113,6,Small,2
377,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1
378,0,1,male,0,2,211,C,C,94,Mr,157,4,Small,5
379,0,3,male,0,0,4,C,U,1014,Mr,157,2,Alone,1
380,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
381,1,1,female,0,0,227,C,U,1014,Miss,113,8,Alone,5
382,1,3,female,0,2,15,C,U,1014,Miss,113,0,Small,3
383,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
384,1,1,female,1,0,52,S,U,1014,Mrs,293,6,Small,2
385,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
386,0,2,male,0,0,73,S,U,1014,Mr,623,1,Alone,7
387,0,3,male,5,2,46,S,U,1014,Master,623,0,Large,8
388,1,2,female,0,0,13,S,U,1014,Miss,293,7,Alone,1
389,0,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1
390,1,2,female,0,0,12,C,U,1014,Miss,113,1,Alone,1
391,1,1,male,1,2,120,S,B,65,Mr,623,7,Small,4
392,1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
393,0,3,male,2,0,7,S,U,1014,Mr,623,4,Small,1
394,1,1,female,1,0,113,C,D,46,Miss,113,3,Small,3
395,1,3,female,0,2,16,S,G,5,Mrs,293,3,Small,3
396,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
397,0,3,female,0,0,7,S,U,1014,Miss,293,5,Alone,1
398,0,2,male,0,0,26,S,U,1014,Mr,623,8,Alone,2
399,0,2,male,0,0,10,S,U,1014,Rare,623,3,Alone,1
400,1,2,female,0,0,12,S,U,1014,Mrs,293,4,Alone,1
