iter	Logloss
198	0.3894628168
199	0.3884210584
200	0.3878284613
201	0.3870509196
202	0.3865102942
203	0.3858506398
204	0.3853242013
205	0.3847959282
206	0.384302845
207	0.3835654986
208	0.3831288683
209	0.3822110929
210	0.3814816384
211	0.3808374837
212	0.3804818151
213	0.3798005775
214	0.3794209177
215	0.3790035897
216	0.3784195173
217	0.3779117482
218	0.3773814994
219	0.376965831
220	0.3762707855
221	0.3758736111
222	0.3751505957
223	0.3747195748
224	0.3743331734
225	0.3736860571
226	0.3733113833
227	0.3728931613
228	0.3724624399
229	0.3717891109
230	0.3713358711
231	0.3709591013
232	0.3705633735
233	0.3698770519
234	0.3694401923
235	0.3690622568
236	0.3685673275
237	0.3682008837
238	0.3679256692
239	0.3676047715
240	0.3672754508
241	0.3669019448
242	0.3663539681
243	0.3657414943
244	0.3653967064
245	0.3647431458
246	0.3639863983
247	0.3633042415
248	0.3629557156
249	0.3626230143
250	0.3622025424
251	0.3616027957
252	0.361211017
253	0.3608645624
254	0.3602261062
255	0.3593462949
256	0.3591260089
257	0.3585406165
258	0.3581023268
259	0.3577133792
260	0.3570363844
261	0.3567503319
262	0.3563005763
263	0.3560250455
264	0.355522623
265	0.3550675068
266	0.3546731397
267	0.354339695
268	0.3536355513
269	0.3531089526
270	0.3525987532
271	0.3520431909
272	0.3518095107
273	0.3512473504
274	0.350913074
275	0.3507451508
276	0.3504092337
277	0.3500928561
278	0.3497418577
279	0.349315985
280	0.3490128945
281	0.3484147728
282	0.3481069314
283	0.3476120826
284	0.3474127438
285	0.3469296311
286	0.3465344334
287	0.3462601922
288	0.3458536112
289	0.3455124047
290	0.3451862659
291	0.3448387359
292	0.3443138704
293	0.3440629833
294	0.3434663061
295	0.3429026067
296	0.3425957963
297	0.342026037
298	0.3414237253
299	0.3410624602
300	0.3407446531
301	0.3404914911
302	0.3400274738
303	0.3397318374
304	0.339250925
305	0.3390307781
306	0.3386387894
307	0.3384288981
308	0.3381882809
309	0.3378472633
310	0.3375007355
311	0.3371077833
312	0.3366276836
313	0.336188793
314	0.3356727439
315	0.3353731964
316	0.3351076426
317	0.3349026278
318	0.3343463558
319	0.3341716272
320	0.3337036193
321	0.333205667
322	0.3329080043
323	0.332514802
324	0.3323465718
325	0.3320719107
326	0.3315330475
327	0.3311743273
328	0.3307741128
329	0.3301316098
330	0.3297377621
331	0.3293988304
332	0.3292206081
333	0.3286516897
334	0.3282935159
335	0.3277972077
336	0.3274173119
337	0.3271557861
338	0.3267856401
339	0.3263818731
340	0.3257754957
341	0.3256615543
342	0.3253901071
343	0.3250469721
344	0.3247891326
345	0.3246209028
346	0.3241100112
347	0.3235913635
348	0.323438857
349	0.3231568684
350	0.3226506634
351	0.322453662
352	0.3218699635
353	0.3214167147
354	0.3210982957
355	0.3206054116
356	0.3202387484
357	0.3198175537
358	0.3191179612
359	0.3188262457
360	0.3185435369
361	0.3182876736
362	0.3179909638
363	0.3175826614
364	0.3174110779
365	0.3171457014
366	0.3167586286
367	0.3166628858
368	0.3163565758
369	0.3160802811
370	0.3154400526
371	0.3150968724
372	0.3147451443
373	0.314475613
374	0.3142593542
375	0.3141083577
376	0.3136873835
377	0.3134232455
378	0.3129065274
379	0.3127466818
380	0.3125014436
381	0.3122738934
382	0.3119690339
383	0.3117195782
384	0.311429095
385	0.3110288415
386	0.310727956
387	0.3103272395
388	0.3101382645
389	0.3096691599
390	0.3095430773
391	0.309271859
392	0.3090979424
393	0.3088913938
394	0.3085582442
395	0.3082940361
396	0.308046685
397	0.3077615957
398	0.3075480371
399	0.3073383592
400	0.3071193459
401	0.3067892973
402	0.306635098
403	0.3065223353
404	0.3061672381
405	0.3055263213
406	0.305312146
407	0.3049361997
408	0.3045763672
409	0.3042236418
410	0.3039241906
411	0.3035969435
412	0.3032861437
413	0.3029479023
414	0.3027505606
415	0.302540172
416	0.3023820318
417	0.3021621245
418	0.3018715646
419	0.3017344244
420	0.3013700585
421	0.3008953745
422	0.3007717077
423	0.3005963315
424	0.3003970412
425	0.2999661864
426	0.299812864
427	0.299301908
428	0.2991056126
429	0.2988945904
430	0.2987549828
431	0.2984449206
432	0.2982497291
433	0.2980779938
434	0.2977361877
435	0.2973286961
436	0.297127796
437	0.2969446516
438	0.2967055333
439	0.2965508274
440	0.2962838771
441	0.2959101688
442	0.2956736303
443	0.2952997985
444	0.2948688822
445	0.2946865086
446	0.2944223319
447	0.2940789217
448	0.2937884812
449	0.293592125
450	0.293519253
451	0.2931294534
452	0.292500442
453	0.2921661284
454	0.2918414241
455	0.2916242309
456	0.291289504
457	0.290853209
458	0.2903811294
459	0.290117317
460	0.2898446015
461	0.2896816381
462	0.2893895706
463	0.2889695452
464	0.2887955008
465	0.2886542622
466	0.2884295323
467	0.2881217779
468	0.2879538043
469	0.2875864606
470	0.2873501123
471	0.2869717978
472	0.2866149065
473	0.2865540608
474	0.2860117992
475	0.2857445606
476	0.2854548272
477	0.2850719284
478	0.2846486635
479	0.2843293071
480	0.2839594301
481	0.2835144281
482	0.2833998697
483	0.2829686609
484	0.2826587774
485	0.2825316811
486	0.2823404661
487	0.2820654582
488	0.281646724
489	0.2815104688
490	0.2811781894
491	0.2809222156
492	0.2806018973
493	0.2803933377
494	0.2801012759
495	0.2797452057
496	0.2794104729
497	0.2791630538
498	0.2787956679
499	0.2784417189
500	0.2783702247
501	0.2781854641
502	0.2779432606
503	0.2777102637
504	0.277292205
505	0.2769000593
506	0.2767917757
507	0.2765385116
508	0.2762992747
509	0.2760614695
510	0.2758922736
511	0.2755602347
512	0.2750971508
513	0.274764548
514	0.2744403377
515	0.2740858162
516	0.2739804628
517	0.2737425304
518	0.2736030621
519	0.2733746749
520	0.2731480944
521	0.2730694167
522	0.2728149815
523	0.2726268443
524	0.272387408
525	0.2722373295
526	0.2719197805
527	0.2715397754
528	0.2712818315
529	0.2709346434
530	0.2708650087
531	0.2706769867
532	0.2704808709
533	0.2703825613
534	0.2702523682
535	0.2699771708
536	0.2695853558
537	0.269436255
538	0.2691973999
539	0.2689615395
540	0.2687344277
541	0.2685659818
542	0.268292989
543	0.2680897735
544	0.2677929871
545	0.267345021
546	0.2670347727
547	0.2669337738
548	0.2667681739
549	0.2665445318
550	0.2662064972
551	0.2661129074
552	0.2656043973
553	0.2654436009
554	0.2651795272
555	0.2649501936
556	0.2647272231
557	0.2646281488
558	0.2643938043
559	0.2638337002
560	0.2636982197
561	0.2635304792
562	0.2632483138
563	0.2629193
564	0.2627325206
565	0.2626120297
566	0.2624109058
567	0.262193076
568	0.2620997863
569	0.2617984698
570	0.2616044927
571	0.2612775277
572	0.2611190619
573	0.2608520058
574	0.2605620754
575	0.2602501181
576	0.2601154897
577	0.259922704
578	0.2598116027
579	0.2596489125
580	0.2594221611
581	0.2592982989
582	0.2590188576
583	0.2587644624
584	0.2586096546
585	0.2583843762
586	0.2582497139
587	0.2581017198
588	0.2580026984
589	0.2577983322
590	0.2574621024
591	0.2570263872
592	0.2566141939
593	0.2563795967
594	0.2560294414
595	0.2557032243
596	0.2555779582
597	0.2554138054
598	0.2552408266
599	0.2549548208
600	0.2548713042
601	0.254617347
602	0.2542708822
603	0.2538025725
604	0.253689414
605	0.2533673776
606	0.2530999686
607	0.2529239922
608	0.2526683323
609	0.2524904829
610	0.2522606772
611	0.2520759201
612	0.2516582568
613	0.2514428077
614	0.2513074613
615	0.2510332194
616	0.2507676921
617	0.2506508905
618	0.2503801112
619	0.250140269
620	0.2499414394
621	0.2497247229
622	0.2495213652
623	0.24928264
624	0.2491689774
625	0.2489635279
626	0.2484694046
627	0.2481865731
628	0.2477108864
629	0.2475801789
630	0.2474040341
631	0.247015176
632	0.2467410653
633	0.246572452
634	0.2464303214
635	0.2461723755
636	0.24583156
637	0.2456853643
638	0.2452591251
639	0.2450676393
640	0.2448873106
641	0.2446847755
642	0.2445730435
643	0.2444076159
644	0.2440818898
645	0.2438659092
646	0.243415106
647	0.2432868158
648	0.2429739853
649	0.2425477151
650	0.2424177286
651	0.2421949686
652	0.2418502954
653	0.2416440454
654	0.2414691889
655	0.2411153363
656	0.2407380782
657	0.2403939794
658	0.2403400059
659	0.240077827
660	0.2399400221
661	0.239765567
662	0.2395044631
663	0.2393913959
664	0.2391594343
665	0.2388355346
666	0.2385794353
667	0.2383865574
668	0.2382144345
669	0.2379676218
670	0.2376207946
671	0.2374220669
672	0.2371617889
673	0.2368947849
674	0.2366346156
675	0.2362948194
676	0.2361109924
677	0.2359593666
678	0.2358242131
679	0.2355284484
680	0.2353602418
681	0.2350689227
682	0.2348535918
683	0.2346412708
684	0.234361974
685	0.2341023155
686	0.2339307586
687	0.2335944809
688	0.2332165952
689	0.2329309056
690	0.2326977863
691	0.2325376664
692	0.2323634323
693	0.2319501114
694	0.231717338
695	0.2315278937
696	0.2313608515
697	0.2310728886
698	0.230902637
699	0.2306849406
700	0.2305582225
701	0.2304588813
702	0.2302880968
703	0.2300775468
704	0.2298000584
705	0.2295775743
706	0.2294229908
707	0.2292425282
708	0.2290851325
709	0.2288860213
710	0.228666445
711	0.2285689697
712	0.2283295224
713	0.2282476184
714	0.2280181526
715	0.227835958
716	0.2277395121
717	0.2274477629
718	0.2272684878
719	0.2271509849
720	0.2270043987
721	0.2268385755
722	0.2265814127
723	0.2263910245
724	0.225978195
725	0.2258064634
726	0.2256029258
727	0.2252782326
728	0.2251377218
729	0.2249281736
730	0.2247813568
731	0.2246411439
732	0.224500111
733	0.2241706009
734	0.2240894246
735	0.2236998895
736	0.2235948878
737	0.2233221626
738	0.222992018
739	0.2227537867
740	0.2225287662
741	0.2223318048
742	0.222072607
743	0.2219365158
744	0.221629059
745	0.2214947129
746	0.2213782704
747	0.2212590819
748	0.2210403664
749	0.2206219838
750	0.2204151249
751	0.2199749679
752	0.2196406432
753	0.2194064523
754	0.2190919863
755	0.2188856409
756	0.2185516528
757	0.2184065483
758	0.2179301946
759	0.2178467792
760	0.2175883542
761	0.2174860128
762	0.2173233116
763	0.2171917329
764	0.2169023229
765	0.2168051699
766	0.2167261383
767	0.2164582984
768	0.216365258
769	0.2159659348
770	0.2157411423
771	0.2153224754
772	0.2150504665
773	0.2149231266
774	0.2145995471
775	0.214340246
776	0.2141149144
777	0.214043321
778	0.2137320921
779	0.2135373375
780	0.2134345845
781	0.2133382004
782	0.2131329787
783	0.2129762924
784	0.2127936981
785	0.2126947256
786	0.2125478165
787	0.2122751502
788	0.2120293443
789	0.211877263
790	0.2116436384
791	0.2114806418
792	0.2113107153
793	0.2112156854
794	0.2109948455
795	0.2107375279
796	0.210525729
797	0.2103914123
798	0.2102652651
799	0.2100098515
800	0.209810138
801	0.2095152793
802	0.2093613687
803	0.2090579132
804	0.2087640767
805	0.2086186723
806	0.2084274476
807	0.2083738739
808	0.2082557713
809	0.2080232572
810	0.2078750682
811	0.2077626422
812	0.2074480638
813	0.2071026621
814	0.20700202
815	0.2068041651
816	0.2064440246
817	0.2061688646
818	0.2060861292
819	0.2060323733
820	0.2058897506
821	0.205799526
822	0.2057177004
823	0.2056534028
824	0.2054124962
825	0.2050494737
826	0.2047067676
827	0.2045567411
828	0.2041793679
829	0.2039929754
830	0.2036073552
831	0.203278395
832	0.2031250166
833	0.2029952975
834	0.2028266175
835	0.202704897
836	0.2023999869
837	0.2022402625
838	0.2019067766
839	0.2017351667
840	0.2015662008
841	0.2013266654
842	0.2011151039
843	0.2008736061
844	0.2006577165
845	0.2004747286
846	0.2003905087
847	0.200349308
848	0.1999420869
849	0.1997629515
850	0.1996966307
851	0.1996004838
852	0.1993432446
853	0.1991433565
854	0.1989690843
855	0.198647433
856	0.1984326083
857	0.1982323408
858	0.1980253072
859	0.1979229989
860	0.1978485938
861	0.1976782152
862	0.1975655671
863	0.1974453264
864	0.1973559336
865	0.1971431544
866	0.1968685813
867	0.196663182
868	0.1965416768
869	0.1963482051
870	0.1961072376
871	0.1958294001
872	0.1956834886
873	0.1954966533
874	0.1953264981
875	0.195230191
876	0.195056895
877	0.194748002
878	0.1946181193
879	0.1944559632
880	0.1943867096
881	0.1943322246
882	0.1942584304
883	0.1941013154
884	0.1939538997
885	0.1938421246
886	0.1934896804
887	0.1933442072
888	0.1928886077
889	0.1927643028
890	0.1925223235
891	0.1924189579
892	0.1922927131
893	0.1921132107
894	0.1920096866
895	0.1917256459
896	0.1916472713
897	0.1915014732
898	0.1914085039
899	0.1913679517
900	0.1912550311
901	0.1911140218
902	0.1909266229
903	0.1906802372
904	0.1905709198
905	0.1904713107
906	0.1904149972
907	0.1903200546
908	0.1902014291
909	0.1900246906
910	0.1898002277
911	0.189671721
912	0.1895461076
913	0.1894214628
914	0.1893074333
915	0.189161065
916	0.1889802414
917	0.1888945404
918	0.1886409571
919	0.1882915783
920	0.1881424713
921	0.1880033543
922	0.1877871622
923	0.1875497677
924	0.1873851565
925	0.1870676271
926	0.1869617026
927	0.186779099
928	0.186687144
929	0.1866252649
930	0.1866002252
931	0.186536123
932	0.1865151876
933	0.1862708703
934	0.1862280935
935	0.1859639844
936	0.1858245962
937	0.1855928668
938	0.1854124538
939	0.1851736991
940	0.184951213
941	0.1848634271
942	0.1845695665
943	0.1842566528
944	0.1838990376
945	0.1838560412
946	0.183633387
947	0.1834747738
948	0.1834171283
949	0.1833494524
950	0.1830303729
951	0.1829019603
952	0.1826475412
953	0.1825802002
954	0.18255083
955	0.1822536101
956	0.182098088
957	0.182006426
958	0.1819620052
959	0.1817679477
960	0.1814778154
961	0.1813654273
962	0.18115555
963	0.1809411314
964	0.1808630887
965	0.1806598235
966	0.1804818628
967	0.1803917772
968	0.1802523933
969	0.1800822264
970	0.1800495575
971	0.1799767029
972	0.1797590495
973	0.1795414268
974	0.179433863
975	0.1793332024
976	0.1789243496
977	0.1788753351
978	0.17872347
979	0.1784791939
980	0.1784438093
981	0.1783987555
982	0.1783555589
983	0.1782962891
984	0.1780903428
985	0.1778119261
986	0.1776105
987	0.1775184611
988	0.1774364218
989	0.1773911404
990	0.1771864367
991	0.1769479803
992	0.1768809472
993	0.1766227596
994	0.1765228314
995	0.1763769596
996	0.1762429209
997	0.175971474
998	0.1759048098
999	0.175643305
