Loan_Status,LoanAmount,Loan_Amount_Term,Credit_History,coapp_Incomes_squared,Amount_history_squared,term_income,Gender_Married_freq,total_income_freq,Education_freq,Gender_Education_freq,Gender_freq,Self_Employed_freq,Married_freq,Dependents_freq,Property_Area_freq,Coapplicant_Income_bin_freq,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,5.73045411984554,18182061.105515942,95.3035658866158,0.05125,37.75,4.2059307829971045e-05,369,247,480,388,502,532,401,102,233,154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,6.034544677332291,18182061.105515942,95.3035658866158,0.07376543209876543,47.75,0.03765690376569038,369,247,480,388,502,82,401,360,233,273,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,5.458023606102438,18182061.105515942,95.3035658866158,0.03898148148148148,30.5,7.088277406824593e-05,369,224,480,388,502,532,401,360,233,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5.326979693535691,18182061.105515942,95.3035658866158,0.04063271604938272,27.5,0.00033154483315006274,369,224,134,114,502,532,401,101,202,34,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3.933952135584232,18182061.105515942,95.3035658866158,0.011126543209876542,8.75,0.24965325936199723,133,24,134,114,502,532,213,360,202,273,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,5.437049649012061,18182061.105515942,95.3035658866158,0.045007716049382716,30.0,8.289890087571175e-05,80,224,480,92,112,532,213,101,233,153,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,6.101117072359537,18182061.105515942,95.3035658866158,0.05814043209876543,50.25,3.1705974295085916e-05,369,247,480,388,502,532,401,102,202,154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4.832816288934792,18182061.105515942,95.3035658866158,0.024436728395061728,18.5,0.11367224502683929,133,119,480,388,502,532,213,360,202,273,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.280295466427225,18182061.105515942,95.3035658866158,0.0362037037037037,26.5,0.07672634271099744,133,224,480,388,502,82,213,102,179,273,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5.372094367228515,18182061.105515942,95.3035658866158,0.03986882716049383,28.5,0.00012938521536708203,369,224,480,388,502,532,401,360,233,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,6.716498625080897,18182061.105515942,95.3035658866158,0.11959876543209877,80.0,3.994452149791956e-05,133,247,480,388,502,532,213,51,179,154,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.499018195067542,18182061.105515942,95.3035658866158,0.03350308641975309,31.5,8.421517538745999e-05,369,224,480,388,502,532,401,360,202,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.207067826664554,18182061.105515942,0.0,0.024367283950617283,100.0,0.0002033062107788435,369,119,480,388,502,532,401,360,202,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5.669524947494019,18182061.105515942,95.3035658866158,0.039552469135802466,36.0,0.00016882797742207183,32,224,480,92,112,532,401,360,233,153,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5.985957168844665,18182061.105515942,95.3035658866158,0.08777777777777777,46.0,6.924639494612111e-06,133,247,480,388,502,532,213,360,202,154,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.326979693535691,18182061.105515942,95.3035658866158,0.041790123456790125,27.5,0.00012921881483374562,133,224,134,114,502,532,213,360,233,153,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,4.929042380560845,18182061.105515942,95.3035658866158,0.027777777777777776,20.0,0.1,133,119,480,388,502,532,213,360,202,273,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,4.282239086204222,18182061.105515942,95.3035658866158,0.023248456790123457,11.75,0.0002443711481846278,133,119,480,388,502,532,213,360,202,153,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,4.8493500423715155,18182061.105515942,95.3035658866158,0.018518518518518517,18.75,0.15,369,24,480,388,502,532,401,360,202,273,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,5.5774568347818505,18182061.105515942,95.3035658866158,0.04843364197530864,33.5,6.592396000832839e-05,369,247,480,388,502,532,401,360,233,154,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.1559199359399095,18182061.105515942,95.3035658866158,0.03622685185185185,24.0,0.07667731629392971,369,224,134,114,502,82,401,360,202,273,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5.047324752098746,18182061.105515942,95.3035658866158,0.02631172839506173,22.0,0.10557184750733138,80,119,480,92,112,532,213,360,202,273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,4.203656785402587,18182061.105515942,95.3035658866158,0.04358796296296296,11.0,0.06372809346787042,369,224,480,388,502,532,401,102,202,273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5.669524947494019,18182061.105515942,95.3035658866158,0.04491512345679012,36.0,0.06184504380690603,369,224,480,388,502,532,401,360,202,273,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.437049649012061,18182061.105515942,0.0,0.04695216049382716,120.0,3.0415051395100387e-05,32,247,480,92,112,532,401,360,202,154,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.669524947494019,18182061.105515942,95.3035658866158,0.04841820987654321,36.0,6.950310109322586e-05,80,247,480,92,112,532,213,360,233,153,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,5.207067826664554,18182061.105515942,95.3035658866158,0.027561728395061727,25.0,0.00013310340951778113,32,119,134,20,112,532,401,360,233,153,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5.437049649012061,18182061.105515942,95.3035658866158,0.023811728395061727,30.0,0.11665586519766688,80,119,480,92,112,532,213,360,233,273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.349726425108706,18182061.105515942,95.3035658866158,0.03263888888888889,28.0,0.0851063829787234,80,224,480,92,112,532,213,360,233,273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.5774568347818505,18182061.105515942,95.3035658866158,0.035617283950617286,33.5,0.0779896013864818,369,224,480,388,502,532,401,101,202,273,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,6.566405353853221,18182061.105515942,0.0,0.08873456790123457,286.0,0.03130434782608696,32,247,480,92,112,82,401,102,202,273,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,5.168891942370215,18182061.105515942,95.3035658866158,0.029899691358024692,24.25,0.00026381415172391557,369,119,480,388,502,532,401,101,233,34,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,5.1559199359399095,18182061.105515942,95.3035658866158,0.02872685185185185,24.0,0.00014210079446185837,369,119,480,388,502,532,401,360,233,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.586949787946093,18182061.105515942,95.3035658866158,0.04294753086419753,33.75,7.432847321470234e-05,369,224,480,388,502,532,401,360,179,153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5.957403814447651,18182061.105515942,95.3035658866158,0.07970679012345679,45.0,7.09977951240292e-05,369,247,480,388,502,532,401,102,202,153,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,5.669524947494019,18182061.105515942,95.3035658866158,0.047962962962962964,36.0,4.402464499626891e-05,369,247,134,114,502,532,401,101,202,154,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.437049649012061,18182061.105515942,95.3035658866158,0.04858024691358025,30.0,2.4978982961280633e-05,369,247,480,388,502,532,401,360,202,154,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.1944634753004895,18182061.105515942,95.3035658866158,0.023371913580246914,24.75,0.1188511059755695,369,119,480,388,502,532,401,51,202,273,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.844713411422057,2249965.792973195,0.0,0.1869753086419753,165.0,1.51283260255114e-05,369,247,134,114,502,82,401,360,179,154,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,5.5289679821362885,18182061.105515942,0.0,0.038155864197530864,129.0,0.07280080889787664,369,224,480,388,502,532,401,102,179,273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,5.394096253283448,18182061.105515942,0.0,0.03214506172839506,116.0,0.08641382621219396,80,224,480,92,112,532,213,360,233,273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,6.429541445268793,18182061.105515942,95.3035658866158,0.07963734567901234,64.5,1.7045655509858993e-05,369,247,480,388,502,532,401,360,233,154,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,5.499018195067542,2249965.792973195,0.0,0.16833333333333333,126.0,3.5407170660202104e-05,133,224,134,114,502,532,213,360,202,153,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,6.682589111442155,18182061.105515942,95.3035658866158,0.08294753086419752,78.0,0.03348837209302326,369,247,480,388,502,532,401,102,202,273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,5.488885626531498,83667.03924985418,95.3035658866158,1.9722222222222223,31.25,0.008450704225352112,369,247,134,114,502,82,401,51,202,273,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,5.596376749375026,18182061.105515942,0.0,0.033179012345679014,136.0,0.08372093023255814,80,224,480,92,112,532,213,360,233,273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
